identificacion|nombre|edad|altura_cm|peso_lb|sexo|salario|ciudad|fecha_registro|nivel_educacion|email
0712276534|CARLA QUINTERO GUERRERO|50.0|185.3|201.0|m|1177.64|Machala|2025-03-19|Maestria| carla.quintero.guerrero@hotmail.com 
0753348184|JUAN TAPIA ROJAS|42.0|169.6|149.5|F|480.0|Machala||Tecnico|juan.tapia.rojas@gmail.com
0742105687|Daniel Villamar Quintero|35.0|190.6|198.6|m|506.19|Machala|2024-10-23|Universidad|
0709348304001|Andrés Cornejo Flores|33.0|156.7|96.6|F|942.19|Machala|Apr 09, 2025|Tecnico|andres.cornejo.flores@outlook.com
0750214793|Juan Torres Cedeño|37.0|160.6|111.8|F|480.0|Machala|18/02/2023|Universidad|juan.torres.cedeno@hotmail.com
0746879154|Cristian Herrera Guerrero|38.0|158.9|137.1|f|870.87|Machala|Nov 13, 2023|Secundaria|cristian.herrera.guerrero@gmail.com
0745961763| Javier Zambrano Chávez |37.0|157.4|130.1|f|880.72|Machala|16/03/2023|Secundaria|javier.zambrano.chavez@hotmail.com
0713054252| Ana Benítez Zambrano |38.0|163.7|145.5|f|480.0|Machala|2025-02-25|Secundaria|ana.benitez.zambrano@hotmail.com
0707569315|Isabela Mendoza Flores|40.0|171.3|141.3|F|480.0|Machala|Sep 03, 2025|Tecnico|
0704650951|Elena Carrillo Vera|31.0|178.4|193.6|m|646.66|Machala|2025-01-24|Secundaria|elena.carrillo.vera@outlook.com
0740013982|Paola Arévalo Jiménez|32.0|151.3|95.0|f|1486.37|Machala|Oct 03, 2023|Universidad|paola.arevalo.jimenez@empresa.ec
0737359711|Bryan Guerrero Sanchez|32.0|164.3|127.9|f|480.0|Machala|11/04/2025|Primaria|
0729073015|Gabriela Silva Rojas|37.0|165.8|153.3|M|480.0|Machala|2026-01-25|Tecnico|
0758771695001| ADRIANA CRUZ ZAMBRANO |33.0|170.8|123.4|f|611.25|Machala|2026-01-07|Universidad|
0739976322|samuel bravo sanchez|31.0|167.2|154.3|M|712.8|Machala|2025-04-14|Secundaria|
0756923652|Paola Solís Villacís|35.0|161.7|144.4|f|620.31|Machala||Universidad|
0727324428|diana  herrera  guerrero|45.0|179.0|172.9|M|480.0|Machala|2024-02-23|Universidad|
0746462498001|lucía alvarado chávez|37.0|165.4|134.6|f|863.09|Machala|2023-05-05|Universidad| lucia.alvarado.chavez@gmail.com 
0735666307|Miguel Carrillo Mera|35.0|178.4|183.5|m|480.0|Machala|2023-12-18|Maestria|miguel.carrillo.mera@empresa.ec
0721719458|Andrés Sanchez Villamar|37.0|177.3|178.0|m|585.13|Machala|19/02/2024|Primaria|
0705470839|ANDRÉS MOLINA BENÍTEZ|35.0|177.6|182.0|M|480.0|Machala|09/12/2024|Secundaria|
0714362878|Samuel Silva Alvarado|33.0|172.0|159.7|M|534.89|Machala|2026-01-13|Universidad| samuel.silva.alvarado@empresa.ec 
0711529412|daniel solís ortega|33.0|154.6|103.8|F|480.0|Machala||Secundaria|daniel.solis.ortega@yahoo.com
0734965023|KEVIN MOLINA SALAZAR|44.0|175.9|166.9|m|570.34|Machala|2023-01-10|Tecnico|kevin.molina.salazar@gmail.com
0701555732001| Andrés Carrillo Loor |53.0|157.9|128.2|F|715.68|Machala|2025-01-10|Universidad|
0713996775|Alejandro Benítez Herrera|36.0|187.8|197.1|m|2781.44|Machala|2023-04-25|Maestria|
0748778495| Natalia Alvarado Zambrano|33.0|175.2|156.7|m|588.35|Machala|2025-11-02|Universidad|
0743323156001|SAMUEL MORENO ROJAS|41.0|163.4|111.4|F|1062.62|Machala|27/06/2025|Secundaria|SAMUEL.MORENO.ROJAS@GMAIL.COM
0757711759001|Pedro Acosta Arévalo|35.0|153.9|95.0|F|480.0|Machala|Jul 13, 2024|Tecnico|
0755517976|Andrea Suárez Acosta|36.0|177.4|168.5|f|480.0|Machala|2023-04-02|Tecnico| ANDREA.SUAREZ.ACOSTA@HOTMAIL.COM 
0741803456|mateo  delgado  mendoza|40.0|188.5|181.8|m|1108.29|Machala|17/06/2024|Universidad|
0741276208|Nicole Suárez Loor|47.0|163.6|131.1|f|629.16|Machala|02/03/2024|Universidad|
0732934815|tatiana romero alvarado|38.0|157.3|114.1|F|988.14|Machala|2025-10-15|Universidad|
0711148023|BRYAN FLORES BRAVO|32.0|165.5|121.8|F|1240.46|Machala|2025-03-27|Primaria|
0701703894001|Ana Zambrano Carrillo|38.0|177.6|168.8|m|724.97|Machala|2024-08-10|Tecnico|
0738471622| Andrea Moreno Jiménez |36.0|168.2|123.5|F|687.99|Machala|Oct 16, 2025|Universidad|
0704147420|Bryan Rojas Acosta|35.0|168.9|146.4|f|480.0|Machala|2026-01-13|Secundaria| bryan.rojas.acosta@yahoo.com 
0708709076|Gustavo Jiménez Suárez|46.0|175.4|175.4|f|995.4|Machala|2025-11-23|Universidad|
0700109564|ADRIANA SOLÍS CORNEJO|37.0|168.4|161.9|M|1204.93|Machala|2023-08-28|Universidad|
0703001909|Melanie Mendoza García|46.0|178.4|184.1|m|824.4|Machala|2024-12-17|Universidad|melanie.mendoza.garcia@yahoo.com
0742620834|Tatiana Carrillo Navarro|27.0|163.3|126.1|F|976.24|Machala|2024-01-19|Universidad|TATIANA.CARRILLO.NAVARRO@EMPRESA.EC
0735647257001|ricardo  mera  solís|41.0|179.6|145.3|m|480.0|Machala|23/11/2023|Universidad|
0752237578001|Esteban  Torres  Salazar|34.0|179.1|182.6|m|887.56|Machala|2024-10-22|Maestria|esteban.torres.salazar@outlook.com
0702508649|alejandro mera bravo|33.0|169.2|160.3|m|1012.24|Machala|2023-05-20|Secundaria|alejandro.mera.bravo@yahoo.com
0741250070|ISABELA CRUZ VALENCIA|56.0|170.0|150.3|F|480.0|Machala|2025-01-23|Primaria|
0724932157|Adriana Paredes Navarro|33.0|176.0|161.6|M|591.81|Machala|Dec 25, 2023|Primaria|adriana.paredes.navarro@gmail.com
0729675140|jorge carrillo navarro|34.0|171.1|132.0|F|782.09|Machala||Universidad|
0712683168001|Ana Cruz Silva|39.0|183.0|174.5|M|536.36|Machala|2023-05-18|Secundaria|ana.cruz.silva@hotmail.com
0723569778|lucía sanchez guerrero|33.0|175.5|167.5|F|929.17|Machala||Secundaria|
0715057741001| natalia lópez valencia|37.0|160.5|131.5|f|1103.0|Machala|02/03/2024|Universidad|.natalia.lopez.valencia@outlook.com
0719973786|Gustavo  Rojas  Silva|33.0|171.9|155.3|f|495.7|Machala|2025-11-24|Tecnico|
0713034932|Alejandro Torres Reyes|35.0|167.6|145.0|f|818.3|Machala|Jun 25, 2023|Secundaria|ALEJANDRO.TORRES.REYES@GMAIL.COM
0721217404|  camila  alvarado  paredes  |31.0|185.7|202.1|M|1258.97|Machala|14/10/2024|Secundaria|camila.alvarado.paredes@outlook.com
0746417096| KAREN CARRILLO ACOSTA |37.0|179.0|191.6|M|1559.08|Machala|05/01/2025|Universidad|
0745900175|Paola Carrillo López||158.2|119.9|F|480.0|Machala|2024-03-31|Universidad| paola.carrillo.lopez@yahoo.com 
0717542161|Nicole  Flores  Reyes|34.0|160.6|143.6|f|480.0|Machala|2023-03-22|Universidad|
0722658614|  juan  guerrero  ortega  |34.0|175.0|144.9|f|480.0|Machala|2024-10-14|Secundaria|juan.guerrero.ortega@gmail.com
0755375706|Pedro Villamar Mera|48.0|170.8|168.3|F|587.94|Machala|2024-09-02|Secundaria|pedro.villamar.mera@yahoo.com
0738317957|Carmen  Guerrero  Molina|35.0|181.3|148.9|m|480.0|Machala|16/01/2026|Secundaria| carmen.guerrero.molina@hotmail.com 
0758363436|diego chávez espinoza|47.0|158.5|119.3|F|988.67|Machala|2023-12-04|Universidad|diego.chavez.espinoza@hotmail.com
0741723779001|MATEO  BENÍTEZ  SOLÍS|44.0|176.3|149.7|M|495.71|Machala|2025-10-04|Tecnico|mateo.benitez.solis@yahoo.com
0755563418|SAMUEL BRAVO LÓPEZ|34.0|170.6|136.9|f|480.0|Machala|2024-10-25|Universidad|
0729464644| Elena Bravo Alvarado |37.0|174.6|185.1|f|1416.95|Machala|Jul 13, 2023|Universidad|
0738153535|Paola  Carrillo  Herrera|45.0|182.5|190.8|m|480.0|Machala|2024-11-24|Secundaria|paola.carrillo.herrera@empresa.ec
0725809966|VALERIA LÓPEZ VILLACÍS|45.0|176.8|170.1|m|1220.01|Machala|Nov 19, 2023|Maestria|valeria.lopez.villacis@outlook.com
0706364569| Natalia Zambrano Mendoza|37.0|157.1|132.9|F|480.0|Machala|2024-07-20|Tecnico|
0701013104| MATEO BENÍTEZ HERRERA |45.0|165.8|159.4|f|1217.68|Machala|2024-11-22|Universidad|
0705762151001|bryan cornejo jiménez|28.0|162.9|115.0|f|885.03|Machala|09/04/2024|Tecnico|bryan.cornejo.jimenez@gmail.com
0701050213001|diego quintero rojas|43.0|175.6|168.4|m|955.77|Machala||Universidad|
0719117319|Carmen Guerrero Castro|39.0|167.9|166.4|F|1110.49|Machala|Jan 27, 2024|Tecnico|carmen.guerrero.castro@outlook.com
0700386360001|Camila Reyes Valencia|41.0|171.7|152.9|M|1246.33|Machala|18/04/2024|Secundaria|
0702001447|camila mera villacís|38.0|152.1|103.7|f|1367.32|Machala|11/11/2024|Tecnico|
0700052673|Pedro Rojas Cruz|43.0|177.9|173.0|F|1655.82|Machala|2025-02-08|Universidad|
0748109329001|DIANA LOOR TORRES|35.0|156.4|148.6|m|480.0|Machala|04/06/2023|Secundaria| diana.loor.torres@hotmail.com 
0708275169001|JOSE CARRILLO REYES|36.0|162.4|132.6|f|480.0|Machala|Mar 30, 2024|Universidad|
0744489964|Elena Guerrero Herrera|30.0|179.5|218.7|M|1613.79|Machala|2024-11-27|Secundaria|elena.guerrero.herrera@gmail.com
0702349457001|Vanessa Paredes Romero|39.0|168.7|166.2|M|624.66|Machala|12/10/2023|Universidad|vanessa.paredes.romero@gmail.com
0708876123|DAVID ZAMBRANO ARÉVALO|48.0|174.4|162.9|M|480.0|Machala|11/12/2024|Primaria|
0721057065|Tatiana Quintero Zambrano|52.0|156.4|101.4|f|480.0|Machala|12/05/2025|Tecnico|tatiana.quintero.zambrano@outlook.com
0739216828|javier cruz loor|43.0|162.4|104.9|F|996.7|Machala|Dec 30, 2023|Maestria|javier.cruz.loor@gmail.com
0703246876|kevin solís molina|35.0|172.2|166.8|m|480.0|Machala|Jul 15, 2025|Maestria|
0755725702|paola silva acosta|41.0|164.6|120.1|F|721.68|Machala|14/02/2024|Secundaria|
0753671155|Sebastián Torres Castro|23.0|162.5|126.0|f|480.0|Machala|2023-09-20|Secundaria|
0717011217001|Jorge Romero Mera|32.0|175.9|158.8|m|1035.45|Machala|2023-08-05|Secundaria|jorge.romero.mera@gmail.com
0725041289|Sofía Castro Villacís|27.0|173.3|158.7|f|632.37|Machala|2024-04-21|Universidad|
0749562583|Gustavo Delgado Loor|37.0|162.9|137.8|m|480.0|Machala|2025-11-19|Universidad|GUSTAVO.DELGADO.LOOR@EMPRESA.EC
0753625441| fernanda benítez valencia |34.0|175.4|152.6|M|1159.71|Machala|Feb 14, 2024|Universidad|fernanda.benitez.valencia@gmail.com
0731265757|MATEO DELGADO ESPINOZA|39.0|176.6|192.1|m|618.95|Machala|Jan 27, 2024|Universidad|
0709278477| ana mendoza villacís |44.0|178.9|189.8|m|576.4|Machala|11/03/2025|Tecnico|ana.mendoza.villacis@empresa.ec
0756155198|ALEJANDRO ESPINOZA CORNEJO|34.0|171.1|148.6|F|1098.44|Machala|2024-04-08|Maestria|
0713201929|ALEJANDRO GUERRERO VILLAMAR|36.0|173.3|156.0|F|480.0|Machala|2023-12-21|Secundaria|alejandro.guerrero.villamar@hotmail.com
0750214835|Gustavo Tapia Mera|31.0|177.7|168.3|M|480.0|Machala|08/05/2023|Secundaria| gustavo.tapia.mera@empresa.ec 
0714148459001|GABRIELA CARRILLO SILVA|36.0|174.9|179.4|M|1254.55|Machala|2026-01-09|Universidad|gabriela.carrillo.silva@yahoo.com
0753519834|camila herrera villamar|30.0|184.2|212.4|m|795.84|Machala|2024-03-20|Secundaria|CAMILA.HERRERA.VILLAMAR@EMPRESA.EC
0708725148|Karen  Navarro  Villacís|35.0|159.2|124.7|F|480.0|Machala|20/07/2025|Secundaria|karen.navarro.villacis@hotmail.com
0726016637|Carmen Mendoza Cornejo|40.0|193.0|190.2|M|480.0|Machala|2025-02-01|Universidad|
0708807615001|JUAN DELGADO ORTEGA|35.0|174.3|163.3|M|480.0|Machala|13/12/2023|Tecnico|juan.delgado.ortega@hotmail.com
0745570564| maría suárez castro |30.0|176.4|158.0|F|678.2|Machala|03/01/2024|Secundaria|maria.suarez.castro@outlook.com
0750386567|KAREN  ESPINOZA  MENDOZA|27.0|162.2|150.4|f|618.99|Machala|22/07/2025|Secundaria| KAREN.ESPINOZA.MENDOZA@HOTMAIL.COM 
0709910137|ANA ACOSTA MERA|27.0|170.6|161.3|m|570.97|Machala|2023-06-11|Secundaria|
0727560161| natalia garcía carrillo|36.0|168.1|145.8|m|782.55|Machala|2023-02-18|Secundaria|.natalia.garcia.carrillo@outlook.com
0737751339|alejandro rodriguez villacís|30.0|161.9|132.0|F|480.0|Machala|25/10/2025|Universidad|alejandro.rodriguez.villacis@empresa.ec
0727800260|Carmen Silva Quintero|42.0|183.2|195.4|M|1196.25|Machala|22/06/2024|Universidad|carmen.silva.quintero@empresa.ec
0750780389|Melanie Acosta Castro|38.0|169.4|143.9|M|829.46|Machala|27/04/2024|Tecnico|melanie.acosta.castro@outlook.com
0709548101001|ana rodriguez sanchez|40.0|169.1|160.3|M|1521.42|Machala|Jul 04, 2024|Maestria|ana.rodriguez.sanchez@outlook.com
0702244658|LUIS VILLAMAR PAREDES|32.0|183.5|187.1|M|734.88|Machala|2023-01-10|Secundaria|
0725497846|Elena Castro Bravo|44.0|165.4|138.6|F|480.0|Machala|20/05/2023|Secundaria|
0742823040|Miguel Mendoza Mendoza|43.0|165.0|135.8|f|480.0|Machala|2024-01-01|Universidad| miguel.mendoza.mendoza@outlook.com 
0723974374|Carlos Tapia Herrera|32.0|187.7|191.3|m|480.0|Machala|Jan 11, 2024|Tecnico|carlos.tapia.herrera@gmail.com
0756165122|ELENA CEDEÑO LOOR|31.0|178.8|167.6|m|677.67|Machala|2025-10-29|Universidad|
0742108384|Juan García Suárez|34.0|176.4|158.0|m|480.0|Machala|2024-04-14|Secundaria|juan.garcia.suarez@gmail.com
0750378333|ALEJANDRO QUINTERO GARCÍA|42.0|157.3|144.1|F|507.85|Machala|2023-02-08|Tecnico|
0727189706|ADRIANA  MENDOZA  GUERRERO|36.0|173.1|190.7|M|770.62|Machala|2025-10-02|Universidad|
0751788316|ALEJANDRA CASTRO ZAMBRANO|35.0|164.9|128.9|f|614.39|Machala|2024-05-10|Secundaria|alejandra.castro.zambrano@outlook.com
0753800895|Bryan  Flores  Alvarado|28.0|171.5|162.4|M|480.0|Machala|26/01/2026|Maestria|bryan.flores.alvarado@hotmail.com
0734127426|Diego Carrillo Quintero|28.0|177.0|165.0|m|480.0|Machala|Oct 26, 2024|Secundaria|
0705925378|Melanie Romero Quintero|38.0|180.4|160.7|M|567.43|Machala|2024-10-17|Tecnico| MELANIE.ROMERO.QUINTERO@GMAIL.COM 
0703276840001|Diana Villamar Flores|36.0|192.7|219.7|m|783.17|Machala|Feb 21, 2024|Secundaria|
0758157234|JOSE SILVA GARCÍA|39.0|167.6|157.0|m|480.0|Machala|2025-03-15|Secundaria|
0705662765001|andrea lópez mera|29.0|184.3|219.3|m|480.0|Machala|2024-03-26|Universidad|andrea.lopez.mera@hotmail.com
0735338782001|María Romero Mera|44.0|155.5|107.1|F|646.99|Machala|2024-07-17|Universidad|maria.romero.mera@outlook.com
0759229339|vanessa jiménez flores|27.0|178.2|185.2|m|480.0|Machala|17/05/2024|Primaria| vanessa.jimenez.flores@empresa.ec 
0728560939|Ricardo Cornejo Suárez|32.0|172.1|182.0|F|512.43|Machala|2025-08-12|Primaria| ricardo.cornejo.suarez@outlook.com 
0756995577001|MIGUEL DELGADO ROMERO|33.0|161.0|121.9|F|480.0|Machala|2025-12-30|Secundaria| miguel.delgado.romero@empresa.ec 
0743831406|javier rodriguez solís|39.0|183.3|192.7|m|480.0|Machala|2024-07-06|Secundaria|
0729787127|Samuel  Benítez  Herrera|38.0|187.6|205.3|M|692.68|Machala|30/05/2024|Universidad|
0759778293001|alejandro mendoza cornejo|30.0|180.4|176.9|M|2479.52|Machala||Universidad|
0717264774001|bryan acosta silva|39.0|179.6|168.7|F|828.18|Machala|2024-04-29|Universidad|
0725730055| carlos cruz suárez |32.0|172.2|157.0|f|595.22|Machala|2026-01-09|Maestria|
0745235184001|CARLA DELGADO CEDEÑO|38.0|171.9|135.9|m|639.25|Machala|Oct 06, 2023|Tecnico|
0725972541|Melanie Zambrano Loor|49.0|164.5|148.3|m|758.86|Machala|03/01/2025|Universidad|MELANIE.ZAMBRANO.LOOR@EMPRESA.EC
0700982986001|carmen  romero  carrillo|34.0|168.1|160.9|f|820.85|Machala|2023-01-03|Universidad|
0734800261|Andrés  Silva  Cedeño|35.0|181.0|223.0|m|2414.72|Machala|15/05/2024|Maestria|andres.silva.cedeno@hotmail.com
0737353029|fernanda salazar tapia|40.0|173.8|152.4|F|480.0|Machala|07/09/2024|Tecnico|FERNANDA.SALAZAR.TAPIA@YAHOO.COM
0727378622|TATIANA  NAVARRO  ROMERO|39.0|190.8|215.8|m|1062.55|Machala|10/03/2023|Universidad|tatiana.navarro.romero@gmail.com
0755176880001|Gabriela Loor Paredes|40.0|172.0|167.3|m|1117.5|Machala|Jul 04, 2023|Tecnico|gabriela.loor.paredes@outlook.com
0706652542|Camila Mera Guerrero|45.0|159.8|128.1|f|616.79|Machala||Universidad|CAMILA.MERA.GUERRERO@EMPRESA.EC
0709941058|alejandro cornejo herrera|46.0|166.9|139.1|F|789.33|Machala|Mar 19, 2024|Universidad|
0759718257|SEBASTIÁN CHÁVEZ VERA|38.0|177.3|167.6|M|656.94|Machala|2024-07-28|Secundaria| sebastian.chavez.vera@yahoo.com 
0723754636|andrés garcía garcía|43.0|182.1|175.3|m|676.12|Machala|Aug 07, 2024|Tecnico|andres.garcia.garcia@hotmail.com
0712865294001| Carlos Paredes Peña |33.0|192.6|211.9|m|609.48|Machala|19/04/2023|Tecnico|
0720487115| Paola Valencia Guerrero |33.0|179.1|184.8|M|480.0|Machala|2024-04-26|Universidad|PAOLA.VALENCIA.GUERRERO@OUTLOOK.COM
0737275966|SAMUEL PEÑA TAPIA|38.0|173.0|176.2|M|1319.19|Machala|Oct 01, 2023|Universidad| samuel.pena.tapia@gmail.com 
0730313889|Melanie Molina Moreno|29.0|172.5|181.1|m|483.51|Machala|2024-02-10|Secundaria|melanie.molina.moreno@gmail.com
0703963108001|Valeria López Molina|33.0|166.0|133.7|M|1260.15|Machala|26/06/2023|Maestria|valeria.lopez.molina@hotmail.com
0736701194|Javier Solís Bravo|38.0|176.9|164.9|f|1779.21|Machala|2025-09-25|Maestria|javier.solis.bravo@gmail.com
0711542530|Adriana Alvarado Jiménez|32.0|183.3|180.5|m|480.0|Machala|26/02/2024|Universidad| adriana.alvarado.jimenez@yahoo.com 
0737580282001|Fernanda Loor Flores|48.0|160.5|119.5|f|668.71|Machala|2025-02-27|Secundaria|
0707174017|Ana Torres Cornejo|43.0|172.6|163.0|m|966.71|Machala|25/02/2023|Secundaria|ana.torres.cornejo@outlook.com
0708888763|gustavo alvarado moreno|30.0|174.6|172.6|M|1188.13|Machala|14/05/2023|Maestria|gustavo.alvarado.moreno@empresa.ec
0706534161| Adriana Villacís Rojas |46.0|171.8|171.9|F|879.01|Machala|19/01/2024|Secundaria| adriana.villacis.rojas@yahoo.com 
0758426415001|Gustavo García Bravo|29.0|168.0|139.1|f|726.94|Machala|2023-02-11|Tecnico|gustavo.garcia.bravo@gmail.com
0724759105|Andrea Torres Cruz|33.0|161.8|137.2|f|1181.78|Machala|2026-01-26|Secundaria|andrea.torres.cruz@empresa.ec
0702755612|Andrea Silva Rodriguez|42.0|174.2|162.7|m|480.0|Machala|2023-04-22|Secundaria|
0748300316|Mateo Peña Castro|54.0|172.8|160.4|M|480.0|Machala|29/07/2024|Universidad|mateo.pena.castro@gmail.com
0758663686| Cristian Arévalo Mendoza |36.0|190.0|227.6|M|881.14|Machala|15/12/2025|Secundaria|
0759768336|Ricardo Valencia Suárez|34.0|163.0|148.9|f|480.0|Machala|2024-05-30|Primaria|ricardo.valencia.suarez@outlook.com
0743738171| RICARDO CORNEJO ACOSTA |33.0|161.6|144.5|M|480.0|Machala|2024-10-24|Secundaria|ricardo.cornejo.acosta@hotmail.com
0754057966|nicole guerrero reyes|33.0|167.8|150.2|f|480.0|Machala|11/07/2025|Secundaria|
0704158021001| tatiana rodriguez jiménez |29.0|174.9|160.9|M|893.93|Machala|2025-08-19|Tecnico|tatiana.rodriguez.jimenez@outlook.com
0711154096|Esteban Jiménez Villacís|28.0|161.1|133.5|F|480.0|Machala|2025-01-27|Universidad|esteban.jimenez.villacis@empresa.ec
0726807118|Juan Cedeño Castro|36.0|152.7|100.3|F|480.0|Machala|2024-11-22|Secundaria|juan.cedeno.castro@outlook.com
0700273402001|gustavo rojas loor|38.0|169.5|148.6|f|1545.79|Machala|2024-07-07|Universidad|GUSTAVO.ROJAS.LOOR@OUTLOOK.COM
0709933899|Alejandra Acosta Villacís|35.0|161.7|121.7|F|639.66|Machala|2023-07-25|Universidad|
0700776545001|Melanie Cornejo Acosta|39.0|155.2|118.1|f|483.95|Machala|2023-06-16|Universidad|melanie.cornejo.acosta@yahoo.com
0722581576|Pedro Sanchez Paredes|34.0|171.9|156.7|f|480.0|Machala|2023-08-21|Maestria|
0727614794|Luis Quintero Alvarado|36.0|175.9|173.3|m|480.0|Machala|2025-05-24|Primaria|LUIS.QUINTERO.ALVARADO@YAHOO.COM
0750144388001|DIANA ARÉVALO MERA|38.0|177.5|170.8|m|833.38|Machala|2023-07-25|Universidad|diana.arevalo.mera@empresa.ec
0750314940001|Pedro  Tapia  Molina|41.0|147.8|98.4|F|1199.15|Machala|2024-04-02|Tecnico|
0716427075|Luis Peña Bravo|33.0|169.5|157.0|m|587.61|Machala|Oct 02, 2024|Secundaria|
0731237525|David Quintero Espinoza|27.0|159.2|135.5|M|1119.19|Machala|2024-02-04|Universidad| david.quintero.espinoza@hotmail.com 
0741451728|CRISTIAN CORNEJO PEÑA|35.0|187.1|206.4|M|480.0|Machala|27/01/2026|Tecnico|
0710008459001|Javier Sanchez Valencia|40.0|179.5|193.9|M|480.0|Machala|2025-08-16|Secundaria|
0715305504|ANDREA GUERRERO REYES|41.0|185.2|180.5|M|480.0|Machala|04/01/2024|Secundaria|
0725350771| Natalia Flores Reyes|39.0|175.4|176.2|m|490.58|Machala|2024-10-14|Universidad|
0713032183|CARMEN MENDOZA MOLINA|36.0|167.7|147.0|F|480.0|Machala|2026-02-04|Secundaria|
0718773302|Miguel Sanchez Moreno|37.0|171.8|163.2|f|480.0|Machala|2025-10-13|Secundaria|
0746948389| Kevin Molina Rojas |29.0|170.6|165.4|F|936.91|Machala|09/04/2025|Maestria|kevin.molina.rojas@hotmail.com
0741987812|Camila Tapia López|57.0|171.5|144.3|M|480.0|Machala|12/10/2025|Primaria|camila.tapia.lopez@hotmail.com
0749496964|Carmen  Navarro  Moreno|41.0|178.6|189.5|M|480.0|Machala|28/10/2025|Secundaria|carmen.navarro.moreno@empresa.ec
0728606245|RICARDO VILLACÍS TAPIA|43.0|163.0|129.3|f|1525.82|Machala||Universidad| ricardo.villacis.tapia@yahoo.com 
0728484908001|Sebastián Sanchez Sanchez|42.0|188.4|196.9|M|647.69|Machala|23/04/2025|Secundaria|SEBASTIAN.SANCHEZ.SANCHEZ@EMPRESA.EC
0712803998|CARLA CASTRO CARRILLO|43.0|172.7|152.5|F|1499.04|Machala|2023-05-10|Tecnico| carla.castro.carrillo@yahoo.com 
0753749613|paola acosta reyes|43.0|169.7|175.1|m|691.86|Machala|21/09/2024|Universidad|paola.acosta.reyes@hotmail.com
0725653216|Lucía Villamar Reyes|38.0|182.4|170.3|m|480.0|Machala||Universidad|lucia.villamar.reyes@outlook.com
0725212617001| ELENA MERA CHÁVEZ |36.0|179.9|186.0|m|480.0|Machala|2023-09-19|Universidad|
0737757930001|daniel rodriguez flores|39.0|171.2|158.7|m|720.67|Machala|2025-07-14|Primaria|
0703087692|Adriana Torres Mendoza|36.0|167.7|153.6|m|871.52|Machala|16/05/2025|Universidad|adriana.torres.mendoza@gmail.com
0735432262|Adriana Sanchez Ortega|35.0|184.6|182.9|m|480.0|Machala|2024-05-29|Secundaria|adriana.sanchez.ortega@yahoo.com
0717469969|Cristian Guerrero Cornejo|39.0|174.9|165.6|m|480.0|Machala|2024-12-04|Tecnico|cristian.guerrero.cornejo@yahoo.com
0757932090|GUSTAVO GUERRERO LOOR|38.0|183.6|198.4|M|480.0|Machala|06/11/2023|Universidad|gustavo.guerrero.loor@yahoo.com
0715970893| Carmen Herrera Salazar |34.0|157.3|105.4|f|480.0|Machala|Jul 25, 2024|Universidad|carmen.herrera.salazar@hotmail.com
0727960692|JAVIER GUERRERO VALENCIA|27.0|169.1|162.6|F|480.0|Machala|2023-10-30|Universidad|javier.guerrero.valencia@empresa.ec
0720981323|María Navarro Molina|42.0|169.1|140.2|F|480.0|Machala|May 12, 2023|Tecnico|maria.navarro.molina@yahoo.com
0747535334|mateo suárez valencia|30.0|181.7|187.2|M|480.0|Machala|2024-03-31|Tecnico|mateo.suarez.valencia@gmail.com
0703467613001|Bryan Zambrano Castro|33.0|178.5|172.5|F|868.55|Machala|2024-08-19|Tecnico|BRYAN.ZAMBRANO.CASTRO@EMPRESA.EC
0759465529001|Kevin Rodriguez Espinoza|29.0|173.8|155.7|M|480.0|Machala|01/09/2025|Universidad|KEVIN.RODRIGUEZ.ESPINOZA@EMPRESA.EC
0742239387|fernanda ortega chávez|33.0|173.3|164.9|f|541.07|Machala|Aug 26, 2024|Secundaria|fernanda.ortega.chavez@empresa.ec
0739232494|Sebastián Herrera Cedeño|40.0|167.0|139.3|M|573.13|Machala|2023-08-08|Tecnico|sebastian.herrera.cedeno@yahoo.com
0721315737|Sofía  Reyes  Moreno|30.0|165.4|143.8|f|867.18|Machala|18/02/2025|Universidad|
0710274705|ANDREA ARÉVALO QUINTERO|39.0|172.2|160.5|m|480.0|Machala|13/10/2024|Primaria|andrea.arevalo.quintero@outlook.com
0720007608001|BRYAN ROJAS CEDEÑO|31.0|168.1|144.1|f|515.42|Machala|28/12/2024|Secundaria|
0707117396|PAOLA ESPINOZA ROJAS|36.0|165.0|163.5|f|538.39|Machala|23/09/2024|Tecnico|
0751987033|KAREN MORENO ARÉVALO|38.0|164.1|158.1|f|480.0|Machala|2023-02-02|Universidad|
0716430491001|Bryan Cornejo Castro|37.0|165.8|135.8|F|480.0|Machala|2023-05-21|Universidad|
0713049369|  DIEGO  ZAMBRANO  VALENCIA  |36.0|181.3|191.2|M|480.0|Machala|2025-02-17|Universidad|
0702560806|Carla Arévalo Molina|40.0|156.0|110.5|F|480.0|Machala|17/07/2023|Tecnico|carla.arevalo.molina@empresa.ec
0728201559|MARÍA JIMÉNEZ ROMERO|31.0|170.1|145.2|F|1333.77|Machala|2023-01-02|Universidad| maria.jimenez.romero@outlook.com 
0754605426001| JOSE ARÉVALO MORENO |33.0|173.7|149.6|M|480.0|Machala|2025-01-07|Secundaria|jose.arevalo.moreno@empresa.ec
0743320103|Jorge Flores Molina|40.0|175.5|177.3|f|559.77|Machala|Jun 29, 2024|Universidad|jorge.flores.molina@gmail.com
0726708498001|David Rojas Cornejo|41.0|162.1|141.8|f|597.85|Machala|30/09/2025|Tecnico|david.rojas.cornejo@outlook.com
