identificacion,nombre,edad,altura_cm,peso_lb,sexo,salario,ciudad,fecha_registro,nivel_educacion,email,nombre_clean
1319869341,Sebastián Salazar Peña,37.0,174.0,186.7,M,1725.2,Portoviejo,"Sep 24, 2023",Secundaria,sebastian.salazar.pena@hotmail.com,Sebastián Salazar Peña
934444324,Javier Zambrano Acosta,26.0,172.2,166.8,F,480.0,Guayaquil,2024-11-03,Universidad,javier.zambrano.acosta@outlook.com,Javier Zambrano Acosta
815573506001,JAVIER SUÁREZ MERA,37.0,168.8,154.9,F,759.8,Esmeraldas,2023-01-22,Secundaria,javier.suarez.mera@outlook.com,Javier Suárez Mera
1839979836,Sebastián Arévalo Villamar,33.0,172.6,164.6,M,776.8,Ambato,"Nov 25, 2024",Secundaria,sebastian.arevalo.villamar@hotmail.com,Sebastián Arévalo Villamar
1822888036,Tatiana Delgado Loor,42.0,176.2,204.5,M,480.0,Ambato,2026-01-08,Secundaria,tatiana.delgado.loor@outlook.com,Tatiana Delgado Loor
1242355624,Diego Moreno Castro,38.0,171.7,178.1,M,480.0,Quevedo,12/01/2025,Secundaria,diego.moreno.castro@gmail.com,Diego Moreno Castro
927829754,mateo guerrero bravo,31.0,182.3,175.0,M,480.0,Guayaquil,2025-12-25,Secundaria,mateo.guerrero.bravo@outlook.com,Mateo Guerrero Bravo
1354629964,PEDRO GUERRERO CORNEJO,34.0,176.2,190.0,M,1445.06,Manta,2024-06-30,Universidad,pedro.guerrero.cornejo@gmail.com,Pedro Guerrero Cornejo
956957138,Miguel Silva Arévalo,40.0,190.6,207.4,M,480.0,Guayaquil,"Jan 04, 2025",Primaria,miguel.silva.arevalo@gmail.com,Miguel Silva Arévalo
116551953,MELANIE PAREDES SILVA,36.0,162.6,161.8,M,534.83,Cuenca,10/08/2024,Secundaria,melanie.paredes.silva@gmail.com,Melanie Paredes Silva
1143578043001,SOFÍA CHÁVEZ SALAZAR,42.0,179.9,212.5,M,480.0,Loja,24/10/2025,Secundaria,sofia.chavez.salazar@yahoo.com,Sofía Chávez Salazar
1314667765,Diana Ortega Zambrano,28.0,170.8,168.1,F,816.31,Portoviejo,"Jun 19, 2025",Tecnico,,Diana Ortega Zambrano
102721578001,Juan Romero Paredes,35.0,167.1,163.5,M,480.0,Cuenca,2024-01-15,Tecnico,,Juan Romero Paredes
1126411931,diego salazar paredes,38.0,168.6,176.9,M,557.91,Loja,27/02/2023,Universidad,DIEGO.SALAZAR.PAREDES@YAHOO.COM,Diego Salazar Paredes
134478353,DAVID VILLAMAR ESPINOZA,38.0,167.2,116.0,F,1023.43,Cuenca,29/07/2023,Secundaria,DAVID.VILLAMAR.ESPINOZA@OUTLOOK.COM,David Villamar Espinoza
1731699318,ELENA ORTEGA MOLINA,39.0,160.9,115.0,F,480.0,Quito,22/03/2025,Primaria,elena.ortega.molina@outlook.com,Elena Ortega Molina
917901902,camila  villacís  loor,34.0,154.6,129.8,F,1662.03,Guayaquil,19/08/2024,Universidad,camila.villacis.loor@outlook.com,Camila  Villacís  Loor
1717592107,Camila Quintero Benítez,33.0,157.8,118.7,F,713.83,Quito,04/07/2024,Universidad,,Camila Quintero Benítez
1719904052,CARLOS  HERRERA  CEDEÑO,40.0,167.7,134.6,F,1168.25,Quito,2024-06-01,Tecnico,carlos.herrera.cedeno@outlook.com,Carlos  Herrera  Cedeño
1755208632,DAVID RODRIGUEZ JIMÉNEZ,46.0,178.0,181.2,M,480.0,Quito,,Tecnico,david.rodriguez.jimenez@yahoo.com,David Rodriguez Jiménez
929116994,VANESSA QUINTERO CASTRO,31.0,175.0,171.4,M,480.0,Guayaquil,28/04/2023,Universidad,vanessa.quintero.castro@outlook.com,Vanessa Quintero Castro
951069137,Nicole  Peña  Bravo,38.0,185.4,184.8,M,936.85,Guayaquil,2025-01-26,Secundaria,,Nicole  Peña  Bravo
108921933, DIANA MERA TORRES ,53.0,177.2,170.0,F,480.0,Cuenca,2025-03-02,Primaria,,Diana Mera Torres
127818748,CARLA SALAZAR SUÁREZ,33.0,178.1,180.3,M,483.09,Cuenca,2023-01-15,Secundaria,carla.salazar.suarez@hotmail.com,Carla Salazar Suárez
146197074,Sebastián Peña Carrillo,31.0,150.7,98.6,F,997.8,Cuenca,"Nov 10, 2024",Universidad,sebastian.pena.carrillo@gmail.com,Sebastián Peña Carrillo
624675104,Fernanda Valencia Reyes,39.0,183.2,196.8,M,772.72,Riobamba,"Feb 07, 2025",Universidad,FERNANDA.VALENCIA.REYES@GMAIL.COM,Fernanda Valencia Reyes
1231271717, Carlos Cornejo Paredes ,43.0,166.4,143.4,F,480.0,Quevedo,"Jun 11, 2024",Secundaria,,Carlos Cornejo Paredes
139450522,Paola Vera Villacís,33.0,170.8,177.8,M,1263.35,Cuenca,07/03/2025,Secundaria,paola.vera.villacis@hotmail.com,Paola Vera Villacís
1702288356,DIEGO ORTEGA CASTRO,31.0,177.9,172.1,M,731.47,Quito,10/03/2024,Universidad,diego.ortega.castro@gmail.com,Diego Ortega Castro
154074793,Sofía Tapia Flores,38.0,177.1,174.9,M,480.0,Cuenca,2023-06-13,Universidad,sofia.tapia.flores@hotmail.com,Sofía Tapia Flores
938144631, JOSE REYES MENDOZA ,35.0,165.1,133.6,M,480.0,Guayaquil,2025-09-16,Secundaria,,Jose Reyes Mendoza
915846281,andrea  mendoza  reyes,45.0,175.8,143.7,F,777.12,Guayaquil,"Jul 04, 2025",Secundaria,,Andrea  Mendoza  Reyes
904166600,CARMEN TAPIA VALENCIA,35.0,174.2,170.6,F,997.44,Guayaquil,12/09/2025,Universidad,,Carmen Tapia Valencia
121771208,Ricardo Mendoza Bravo,35.0,158.9,151.4,F,517.43,Cuenca,2023-01-07,Secundaria,ricardo.mendoza.bravo@gmail.com,Ricardo Mendoza Bravo
931800999,Sofía Ortega Villacís,31.0,179.6,182.1,M,1293.59,Guayaquil,2024-09-27,Universidad,,Sofía Ortega Villacís
1851887057,Paola  Ortega  Cedeño,36.0,177.8,194.4,M,687.88,Ambato,2023-09-05,Tecnico,paola.ortega.cedeno@outlook.com,Paola  Ortega  Cedeño
1707674741,Nicole Cruz Flores,35.0,160.2,136.3,F,1420.24,Quito,2025-07-26,Tecnico,nicole.cruz.flores@yahoo.com,Nicole Cruz Flores
1043544236,karen loor flores,34.0,167.5,150.4,F,486.24,Ibarra,2023-07-01,Secundaria,,Karen Loor Flores
1346858168,  Tatiana  Arévalo  Benítez  ,34.0,185.9,189.8,M,844.05,Manta,2024-03-26,Secundaria, tatiana.arevalo.benitez@hotmail.com ,Tatiana  Arévalo  Benítez
917784654,Carla Cruz Silva,29.0,173.8,173.6,M,566.45,Guayaquil,2025-10-22,Tecnico,,Carla Cruz Silva
2304719384, Karen Salazar Navarro ,35.0,159.4,119.0,F,480.0,Santo Domingo,11/06/2025,Universidad,karen.salazar.navarro@yahoo.com,Karen Salazar Navarro
959224379,Carla Torres Jiménez,34.0,155.7,95.0,F,504.61,Guayaquil,2025-05-16,Universidad,,Carla Torres Jiménez
935041293,ana cedeño chávez,,162.9,117.0,F,1612.42,Guayaquil,2025-05-08,Tecnico,,Ana Cedeño Chávez
1729117042,bryan mera ortega,38.0,160.5,135.3,F,480.0,Quito,19/10/2023,Secundaria,bryan.mera.ortega@outlook.com,Bryan Mera Ortega
1736807684,nicole alvarado mendoza,32.0,185.1,205.0,M,767.87,Quito,2025-09-14,Secundaria,NICOLE.ALVARADO.MENDOZA@GMAIL.COM,Nicole Alvarado Mendoza
1338132622,Diego Villamar Rodriguez,38.0,172.6,158.5,F,480.0,Manta,2023-12-06,Universidad,diego.villamar.rodriguez@yahoo.com,Diego Villamar Rodriguez
1109996643001,DIANA VERA QUINTERO,44.0,164.4,149.1,F,859.04,Loja,2025-01-15,Secundaria,diana.vera.quintero@yahoo.com,Diana Vera Quintero
1702150598,Nicole Moreno Valencia,35.0,152.2,103.0,F,503.19,Quito,2025-09-28,Primaria,,Nicole Moreno Valencia
953541455,Fernanda  Vera  Ortega,23.0,194.9,223.2,M,549.26,Guayaquil,2023-11-29,Universidad,,Fernanda  Vera  Ortega
1749349674, Nicole García Quintero ,49.0,180.9,199.3,M,870.25,Quito,2024-03-03,Universidad,nicole.garcia.quintero@gmail.com,Nicole García Quintero
113100838, KAREN CASTRO CARRILLO ,37.0,176.3,158.0,M,480.0,Cuenca,2023-06-07,Primaria,,Karen Castro Carrillo
925587263, Carlos Guerrero Valencia ,41.0,165.3,157.0,F,480.0,Guayaquil,21/04/2025,Maestria,,Carlos Guerrero Valencia
936548346,SOFÍA SALAZAR MERA,31.0,161.7,139.3,F,480.0,Guayaquil,16/10/2023,Secundaria,sofia.salazar.mera@hotmail.com,Sofía Salazar Mera
1707124572,Andrea Rojas Acosta,45.0,168.2,153.1,M,718.97,Quito,2024-12-26,Universidad, ANDREA.ROJAS.ACOSTA@YAHOO.COM ,Andrea Rojas Acosta
939742847,luis chávez acosta,37.0,153.5,106.6,F,607.1,Guayaquil,2025-12-26,Maestria,luis.chavez.acosta@hotmail.com,Luis Chávez Acosta
1737952398,luis solís navarro,40.0,176.0,175.9,M,480.0,Quito,2023-04-10,Universidad,luis.solis.navarro@gmail.com,Luis Solís Navarro
918963802, Gustavo Torres Zambrano ,43.0,161.5,142.7,M,480.0,Guayaquil,2023-11-24,Secundaria,gustavo.torres.zambrano@yahoo.com,Gustavo Torres Zambrano
133977058,ALEJANDRA TORRES MENDOZA,35.0,159.5,104.8,F,601.33,Cuenca,2023-05-15,Secundaria,alejandra.torres.mendoza@empresa.ec,Alejandra Torres Mendoza
759426737001,JUAN LOOR ROJAS,34.0,169.6,145.1,F,480.0,Machala,09/12/2023,Tecnico,,Juan Loor Rojas
1328524788,SAMUEL JIMÉNEZ LÓPEZ,49.0,163.5,150.0,F,480.0,Manta,10/11/2025,Universidad,,Samuel Jiménez López
1815345648,Paola Carrillo Guerrero,30.0,155.0,123.0,F,537.72,Ambato,"Nov 02, 2025",Secundaria,,Paola Carrillo Guerrero
1753141256001,Alejandro  Peña  Cornejo,35.0,164.8,131.4,M,480.0,Quito,2025-04-04,Universidad, alejandro.pena.cornejo@hotmail.com ,Alejandro  Peña  Cornejo
623881083, Natalia Flores Vera,34.0,175.5,146.7,F,1297.91,Riobamba,2023-09-01,Secundaria,,Natalia Flores Vera
910252931,Kevin Silva Romero,31.0,189.1,199.3,M,977.32,Guayaquil,2023-01-31,Tecnico,kevin.silva.romero@hotmail.com,Kevin Silva Romero
743523821,nicole cedeño rojas,38.0,168.2,149.1,M,1453.83,Machala,07/08/2023,Maestria,nicole.cedeno.rojas@hotmail.com,Nicole Cedeño Rojas
1351255235001,Sofía  Ortega  Herrera,41.0,159.3,122.8,F,488.21,Manta,27/09/2025,Secundaria,sofia.ortega.herrera@empresa.ec,Sofía  Ortega  Herrera
2321995223,RICARDO SANCHEZ FLORES,36.0,164.7,142.5,F,726.36,Santo Domingo,2025-07-24,Primaria,ricardo.sanchez.flores@outlook.com,Ricardo Sanchez Flores
647501279,Paola Cornejo Zambrano,28.0,164.2,150.7,F,1008.2,Riobamba,2023-11-15,Universidad,paola.cornejo.zambrano@gmail.com,Paola Cornejo Zambrano
1738581964,María Rojas Loor,29.0,154.8,123.1,F,480.0,Quito,2024-08-14,Universidad,,María Rojas Loor
926696709,david navarro garcía,38.0,167.9,149.5,M,969.36,Guayaquil,2023-12-12,Universidad,david.navarro.garcia@yahoo.com,David Navarro García
708725148,Karen  Navarro  Villacís,35.0,159.2,124.7,F,480.0,Machala,20/07/2025,Secundaria,karen.navarro.villacis@hotmail.com,Karen  Navarro  Villacís
1724551328, Karen Salazar Herrera ,49.0,161.9,143.4,F,1514.49,Quito,2026-01-29,Universidad,,Karen Salazar Herrera
910317486,ANDREA LOOR MORENO,47.0,167.1,129.9,F,545.61,Guayaquil,2024-06-11,Secundaria,,Andrea Loor Moreno
926846809,Cristian Navarro Acosta,40.0,167.4,152.2,F,577.1,Guayaquil,"Jan 24, 2025",Primaria,,Cristian Navarro Acosta
834059875,JUAN ARÉVALO ROMERO,30.0,178.1,194.3,M,675.96,Esmeraldas,05/07/2025,Secundaria,juan.arevalo.romero@empresa.ec,Juan Arévalo Romero
1754847810,RICARDO GARCÍA CRUZ,46.0,187.0,197.8,M,538.1,Quito,"Nov 03, 2024",Universidad,,Ricardo García Cruz
919010736, carmen paredes moreno ,48.0,167.7,128.3,F,480.0,Guayaquil,2025-04-24,Universidad,,Carmen Paredes Moreno
1737804144,bryan vera ortega,44.0,172.9,170.3,M,2239.98,Quito,14/03/2023,Maestria,,Bryan Vera Ortega
108869124,Paola Delgado Arévalo,30.0,164.5,129.6,F,1814.46,Cuenca,2023-05-27,Universidad,,Paola Delgado Arévalo
908166549,karen jiménez herrera,39.0,159.7,123.3,F,678.06,Guayaquil,2023-09-17,Universidad,,Karen Jiménez Herrera
953422474,melanie paredes cruz,28.0,172.7,177.4,M,480.0,Guayaquil,09/09/2025,Secundaria,,Melanie Paredes Cruz
141206896,MATEO ALVARADO LOOR,37.0,157.8,123.1,F,676.87,Cuenca,2024-10-31,Tecnico,,Mateo Alvarado Loor
1306732718,Jose Valencia Solís,32.0,171.7,170.8,F,1078.68,Manta,2024-11-08,Universidad,jose.valencia.solis@hotmail.com,Jose Valencia Solís
917271843001, Javier Carrillo Castro ,31.0,169.4,151.6,F,640.75,Guayaquil,2024-06-20,Universidad, javier.carrillo.castro@outlook.com ,Javier Carrillo Castro
936811710,Alejandra Espinoza Flores,33.0,158.5,116.7,M,872.84,Guayaquil,2023-10-12,Universidad,,Alejandra Espinoza Flores
925512626,Camila Molina Ortega,33.0,171.6,150.0,M,480.0,Guayaquil,"Jan 06, 2025",Secundaria,camila.molina.ortega@yahoo.com,Camila Molina Ortega
1752195378, Kevin Loor Zambrano ,41.0,180.7,200.0,M,482.61,Quito,2023-07-30,Universidad,kevin.loor.zambrano@outlook.com,Kevin Loor Zambrano
1730024195001,Bryan Zambrano Valencia,33.0,164.5,118.2,F,480.0,Quito,25/08/2023,Primaria,,Bryan Zambrano Valencia
1132024413,Sofía Ortega Ortega,35.0,158.8,132.4,F,757.01,Loja,28/06/2025,Secundaria,sofia.ortega.ortega@gmail.com,Sofía Ortega Ortega
1343550933001,alejandra navarro espinoza,44.0,160.3,135.2,F,627.76,Manta,2023-09-20,Universidad,alejandra.navarro.espinoza@gmail.com,Alejandra Navarro Espinoza
934069832,DANIEL RODRIGUEZ ZAMBRANO,33.0,168.7,156.7,F,480.0,Guayaquil,2023-12-16,Primaria,,Daniel Rodriguez Zambrano
1854159900,JUAN ZAMBRANO MERA,48.0,174.5,161.7,F,480.0,Ambato,2023-06-12,Secundaria,juan.zambrano.mera@yahoo.com,Juan Zambrano Mera
953132842, ANA CRUZ VERA ,33.0,175.7,174.3,M,874.6,Guayaquil,08/09/2025,Universidad,ana.cruz.vera@outlook.com,Ana Cruz Vera
1709321622, Samuel Quintero Carrillo ,30.0,171.4,143.1,F,1318.25,Quito,08/02/2023,Universidad,,Samuel Quintero Carrillo
1051412318,Nicole Moreno Vera,38.0,,213.9,M,480.0,Ibarra,12/04/2023,Universidad,nicole.moreno.vera@gmail.com,Nicole Moreno Vera
918352097,Elena Rodriguez Alvarado,32.0,170.1,164.5,M,581.71,Guayaquil,2024-07-07,Primaria,elena.rodriguez.alvarado@gmail.com,Elena Rodriguez Alvarado
112768932,melanie solís moreno,45.0,165.2,149.4,F,540.37,Cuenca,2025-09-02,Maestria,melanie.solis.moreno@gmail.com,Melanie Solís Moreno
1035896750,sofía herrera peña,34.0,180.5,170.6,M,731.25,Ibarra,2023-11-25,Universidad,sofia.herrera.pena@outlook.com,Sofía Herrera Peña
1311827057,Diana Jiménez Benítez,31.0,184.2,192.6,M,1301.67,Manta,2023-01-05,Secundaria, diana.jimenez.benitez@yahoo.com ,Diana Jiménez Benítez
110912912,Alejandra Paredes Rojas,33.0,185.3,178.3,M,765.71,Cuenca,"Dec 14, 2023",Universidad,alejandra.paredes.rojas@hotmail.com,Alejandra Paredes Rojas
151672961001,Sofía Delgado Delgado,48.0,165.5,125.3,F,480.0,Cuenca,2023-08-05,Universidad,,Sofía Delgado Delgado
1155068131,Sofía Rojas Villamar,32.0,166.8,175.0,M,480.0,Loja,2023-12-27,Secundaria,,Sofía Rojas Villamar
641891254001,Diego Carrillo Acosta,42.0,166.9,122.3,F,480.0,Riobamba,"Sep 01, 2023",Tecnico,diego.carrillo.acosta@yahoo.com,Diego Carrillo Acosta
159491513001,Diana Espinoza Suárez,35.0,167.5,155.9,M,480.0,Cuenca,"Mar 13, 2023",Secundaria,,Diana Espinoza Suárez
1749272991,JORGE ROJAS TORRES,40.0,167.3,152.1,F,480.0,Quito,"Apr 28, 2023",Universidad,jorge.rojas.torres@hotmail.com,Jorge Rojas Torres
815832498,Vanessa Vera Bravo,33.0,166.8,143.5,F,1433.01,Esmeraldas,,Maestria,vanessa.vera.bravo@hotmail.com,Vanessa Vera Bravo
1307287316001,Paola Romero Acosta,36.0,179.1,162.3,M,480.0,Manta,"Dec 26, 2023",Tecnico,,Paola Romero Acosta
920256013,Sofía Rodriguez Villamar,52.0,175.9,179.3,M,1769.21,Guayaquil,2024-05-07,Secundaria,SOFIA.RODRIGUEZ.VILLAMAR@HOTMAIL.COM,Sofía Rodriguez Villamar
1706697941001,andrea garcía navarro,32.0,166.9,120.0,F,740.19,Quito,2025-08-21,Secundaria,andrea.garcia.navarro@hotmail.com,Andrea García Navarro
1350907901, MARÍA PEÑA CORNEJO ,35.0,166.9,149.0,F,1808.97,Portoviejo,2024-04-03,Tecnico,,María Peña Cornejo
953852753001, NATALIA VILLACÍS CARRILLO,47.0,159.1,113.6,F,492.88,Guayaquil,2025-03-17,Primaria,.natalia.villacis.carrillo@hotmail.com,Natalia Villacís Carrillo
1350606289,Esteban  Rodriguez  Vera,45.0,173.1,166.4,M,480.0,Portoviejo,2023-09-17,Secundaria,,Esteban  Rodriguez  Vera
945605145001,jorge alvarado garcía,40.0,178.5,180.7,M,874.55,Guayaquil,2025-04-11,Maestria,jorge.alvarado.garcia@yahoo.com,Jorge Alvarado García
121762587001,Daniel Herrera Acosta,39.0,166.6,162.3,F,950.55,Cuenca,24/05/2024,Universidad,,Daniel Herrera Acosta
853655363,adriana romero mera,34.0,159.8,143.4,F,480.0,Esmeraldas,2023-08-24,Secundaria,,Adriana Romero Mera
942464181,Ana Villacís Moreno,30.0,171.9,158.9,F,618.37,Guayaquil,2025-06-24,Maestria,,Ana Villacís Moreno
1323221893, María Cedeño Espinoza ,31.0,181.9,163.9,F,897.59,Manta,"Sep 07, 2024",Maestria,,María Cedeño Espinoza
140230145,Juan Moreno Sanchez,35.0,177.4,167.8,M,798.16,Cuenca,,Universidad,juan.moreno.sanchez@yahoo.com,Juan Moreno Sanchez
1736994268,MELANIE ORTEGA SANCHEZ,31.0,163.9,144.2,M,480.0,Quito,2023-03-05,Secundaria,melanie.ortega.sanchez@outlook.com,Melanie Ortega Sanchez
951314509, PEDRO BRAVO SANCHEZ ,50.0,175.8,160.2,M,547.45,Guayaquil,2024-11-28,Tecnico,,Pedro Bravo Sanchez
2424357412,Juan Villacís Alvarado,35.0,168.1,156.3,F,519.52,Salinas,,Secundaria,,Juan Villacís Alvarado
1722314141,lucía jiménez delgado,41.0,170.3,182.1,F,480.0,Quito,2023-10-08,Tecnico,lucia.jimenez.delgado@hotmail.com,Lucía Jiménez Delgado
912764677001,Isabela Benítez Salazar,43.0,166.5,115.7,F,480.0,Guayaquil,13/09/2025,Maestria,,Isabela Benítez Salazar
1809761925, Elena Ortega Salazar ,39.0,170.0,156.0,M,851.43,Ambato,2025-05-31,Universidad,elena.ortega.salazar@gmail.com,Elena Ortega Salazar
1046141881,Miguel Cruz Carrillo,30.0,172.4,148.2,F,501.32,Ibarra,2023-10-27,Secundaria,,Miguel Cruz Carrillo
902306885,bryan loor garcía,40.0,180.4,186.9,M,780.66,Guayaquil,2024-01-22,Tecnico,bryan.loor.garcia@empresa.ec,Bryan Loor García
1747055497001,Alejandra Tapia Moreno,32.0,164.8,140.3,F,670.98,Quito,,Universidad,,Alejandra Tapia Moreno
137961454001,ALEJANDRA PAREDES MOLINA,29.0,181.1,190.2,M,480.0,Cuenca,20/02/2023,Universidad,alejandra.paredes.molina@yahoo.com,Alejandra Paredes Molina
1759989765,DIANA TAPIA BRAVO,31.0,149.9,118.5,F,543.53,Quito,16/12/2023,Universidad,diana.tapia.bravo@yahoo.com,Diana Tapia Bravo
904005600,JAVIER LOOR TAPIA,28.0,157.3,129.9,F,480.0,Guayaquil,29/05/2025,Secundaria,,Javier Loor Tapia
1305426122,daniel chávez tapia,36.0,188.4,181.1,M,949.47,Portoviejo,07/02/2026,Universidad,,Daniel Chávez Tapia
1751728740,Camila Loor Navarro,35.0,167.9,123.2,F,874.15,Quito,09/01/2024,Maestria,,Camila Loor Navarro
957235138,Adriana Valencia Tapia,40.0,166.7,145.0,F,1415.48,Guayaquil,"Jun 11, 2024",Maestria,adriana.valencia.tapia@yahoo.com,Adriana Valencia Tapia
124118589001, JAVIER JIMÉNEZ LOOR ,34.0,173.7,183.2,F,1257.71,Cuenca,2025-02-12,Maestria,,Javier Jiménez Loor
912196961,María Sanchez Cruz,27.0,159.1,122.1,F,658.54,Guayaquil,05/01/2024,Tecnico,MARIA.SANCHEZ.CRUZ@GMAIL.COM,María Sanchez Cruz
946473550,Andrés Moreno Paredes,34.0,167.0,147.9,F,1305.14,Guayaquil,"Nov 24, 2023",Universidad,andres.moreno.paredes@hotmail.com,Andrés Moreno Paredes
1714313721,Ricardo Cruz Castro,29.0,182.2,207.8,M,480.0,Quito,2025-12-27,Universidad,ricardo.cruz.castro@empresa.ec,Ricardo Cruz Castro
1713838009,valeria bravo ortega,31.0,171.6,139.8,F,2224.71,Quito,27/03/2023,Secundaria,valeria.bravo.ortega@empresa.ec,Valeria Bravo Ortega
949558829,Lucía Jiménez López,34.0,180.3,179.5,M,591.29,Guayaquil,2023-03-18,Secundaria,LUCIA.JIMENEZ.LOPEZ@EMPRESA.EC,Lucía Jiménez López
1712303914,tatiana acosta espinoza,33.0,176.9,184.0,M,480.0,Quito,19/01/2024,Universidad,tatiana.acosta.espinoza@empresa.ec,Tatiana Acosta Espinoza
705234011,adriana alvarado rodriguez,30.0,186.8,188.9,M,955.1,Machala,29/04/2024,Universidad,,Adriana Alvarado Rodriguez
1112258866,Diego Delgado Alvarado,31.0,175.0,161.3,M,480.0,Loja,24/03/2024,Universidad,diego.delgado.alvarado@yahoo.com,Diego Delgado Alvarado
1106619800001, ALEJANDRA REYES CASTRO ,39.0,173.4,166.7,M,673.71,Loja,2024-10-16,Secundaria,alejandra.reyes.castro@outlook.com,Alejandra Reyes Castro
1730360532, Natalia Sanchez Molina,34.0,174.5,180.9,M,480.0,Quito,"Oct 02, 2025",Universidad,,Natalia Sanchez Molina
109756932001,Luis Zambrano Castro,31.0,174.9,159.1,M,480.0,Cuenca,"Jan 07, 2025",Universidad,,Luis Zambrano Castro
902133412001,GUSTAVO  CORNEJO  GUERRERO,33.0,163.0,152.1,M,587.62,Guayaquil,2023-08-01,Secundaria,,Gustavo  Cornejo  Guerrero
1742672114,gustavo cedeño acosta,31.0,158.5,129.6,F,480.0,Quito,2025-11-16,Secundaria,,Gustavo Cedeño Acosta
1759828682,Vanessa Delgado Rojas,,178.8,162.9,M,832.19,Quito,30/09/2023,Universidad,vanessa.delgado.rojas@yahoo.com,Vanessa Delgado Rojas
742430234,ALEJANDRO HERRERA MERA,46.0,174.1,164.6,M,1588.2,Machala,2025-09-18,Tecnico,alejandro.herrera.mera@empresa.ec,Alejandro Herrera Mera
918752155001,carlos salazar jiménez,44.0,170.9,149.8,F,1472.35,Guayaquil,2024-03-06,Universidad,carlos.salazar.jimenez@empresa.ec,Carlos Salazar Jiménez
1732522105,TATIANA ALVARADO VALENCIA,42.0,158.0,111.2,M,483.54,Quito,2025-05-13,Secundaria,TATIANA.ALVARADO.VALENCIA@GMAIL.COM,Tatiana Alvarado Valencia
141817221001,Melanie Salazar Mera,48.0,168.6,165.8,M,1014.68,Cuenca,"Jan 28, 2025",Universidad,melanie.salazar.mera@empresa.ec,Melanie Salazar Mera
128640265,Paola Acosta López,45.0,174.8,154.0,M,513.98,Cuenca,2023-12-02,Secundaria,paola.acosta.lopez@outlook.com,Paola Acosta López
1746933108001,NICOLE SANCHEZ LOOR,37.0,168.4,142.1,M,840.36,Quito,07/07/2025,Universidad,,Nicole Sanchez Loor
2402083550,Sebastián Suárez Moreno,34.0,,196.7,M,480.0,Salinas,2023-04-25,Tecnico,,Sebastián Suárez Moreno
708129721,Elena  Cornejo  Flores,38.0,172.2,158.4,M,480.0,Machala,2024-03-29,Primaria,elena.cornejo.flores@yahoo.com,Elena  Cornejo  Flores
1226431300001,Fernanda Chávez Espinoza,39.0,173.0,146.3,M,783.27,Quevedo,2025-10-11,Secundaria,,Fernanda Chávez Espinoza
1329422487001, esteban espinoza garcía ,28.0,172.3,179.4,F,1009.43,Portoviejo,"May 15, 2023",Universidad,ESTEBAN.ESPINOZA.GARCIA@GMAIL.COM,Esteban Espinoza García
1006010597,Lucía Suárez García,37.0,165.3,136.5,M,480.0,Ibarra,22/11/2025,Universidad,lucia.suarez.garcia@outlook.com,Lucía Suárez García
908194764001,  Samuel  Vera  Mera  ,35.0,171.6,172.7,F,726.61,Guayaquil,07/10/2023,Secundaria,samuel.vera.mera@empresa.ec,Samuel  Vera  Mera
942136649,gustavo espinoza navarro,38.0,179.3,166.2,M,480.0,Guayaquil,11/11/2025,Secundaria,GUSTAVO.ESPINOZA.NAVARRO@HOTMAIL.COM,Gustavo Espinoza Navarro
118869809,Andrés Silva Peña,43.0,,148.5,F,1015.27,Cuenca,2025-11-13,Universidad,,Andrés Silva Peña
1224192649001, fernanda rojas quintero ,34.0,179.5,170.5,M,480.0,Quevedo,2023-07-17,Secundaria,fernanda.rojas.quintero@empresa.ec,Fernanda Rojas Quintero
949277776001,Camila Bravo Bravo,28.0,179.3,183.7,M,480.0,Guayaquil,"Nov 30, 2025",Primaria,camila.bravo.bravo@empresa.ec,Camila Bravo Bravo
1345388035,Gabriela Salazar Zambrano,47.0,186.8,209.8,M,645.59,Portoviejo,22/05/2023,Universidad,gabriela.salazar.zambrano@hotmail.com,Gabriela Salazar Zambrano
928107556,javier sanchez moreno,32.0,154.9,98.4,F,670.06,Guayaquil,"Jan 19, 2023",Maestria,,Javier Sanchez Moreno
119986479,andrés  silva  valencia,30.0,152.9,110.2,F,488.33,Cuenca,27/09/2024,Secundaria,andres.silva.valencia@outlook.com,Andrés  Silva  Valencia
822583407,Paola Navarro Guerrero,32.0,183.1,209.2,M,480.0,Esmeraldas,2023-12-07,Universidad,paola.navarro.guerrero@empresa.ec,Paola Navarro Guerrero
723694758,Carla García Solís,40.0,176.2,158.1,M,785.03,Machala,11/09/2023,Secundaria,,Carla García Solís
1753931714,Melanie Mera Moreno,27.0,172.4,133.3,F,480.0,Quito,2024-06-30,Tecnico, melanie.mera.moreno@gmail.com ,Melanie Mera Moreno
1700061912001,camila lópez lópez,40.0,163.4,137.0,F,1077.88,Quito,2024-08-29,Secundaria,,Camila López López
1355349224001,Daniel  Quintero  Solís,30.0,167.7,162.9,F,480.0,Manta,,Universidad,daniel.quintero.solis@gmail.com,Daniel  Quintero  Solís
114102080,jorge chávez delgado,35.0,169.6,153.8,M,805.28,Cuenca,"May 07, 2025",Secundaria,,Jorge Chávez Delgado
907107791,ANA MOLINA CEDEÑO,40.0,159.3,114.0,F,697.34,Guayaquil,2024-03-04,Universidad,ana.molina.cedeno@yahoo.com,Ana Molina Cedeño
